id,Foundation,FirstFlrSF,KitchenQual,Fireplaces,HeatingQC,FullBath,BsmtQual,OpenPorchSF,GarageYrBlt,ExterQual,OverallQual,BsmtFinType1,YearBuilt,GarageArea,TotRmsAbvGrd,GarageCars,GrLivArea,YearRemodAdd,LotFrontage,SalePrice
546,0,915,3,1,0,1,2,38,1950.0,3,6,4,94,440,6,2,1635,67,70.0,210000
547,1,768,3,0,0,1,2,0,1987.0,3,5,0,47,624,5,2,768,47,54.0,129500
548,1,825,3,0,4,1,3,50,1963.0,3,5,3,62,720,4,2,825,22,49.0,125000
549,2,912,2,1,0,2,2,182,2003.0,2,7,5,14,615,8,2,2094,13,75.0,263000
550,1,1069,3,0,4,2,2,55,1977.0,3,6,0,40,440,4,2,1069,40,53.0,140000
551,1,928,3,0,2,1,3,0,1957.0,3,5,4,60,288,5,1,928,60,50.0,112500
552,2,1717,2,1,0,2,0,39,2006.0,2,8,5,11,908,7,3,1717,11,87.0,255500
553,1,1126,2,0,0,2,3,96,2002.0,3,4,5,68,520,5,2,1126,14,67.0,108000
554,2,1006,2,1,0,2,2,62,2003.0,2,7,2,14,871,8,3,2046,13,85.0,284000
555,0,1048,3,1,4,1,3,0,1922.0,3,5,5,95,280,5,1,1048,67,58.0,113000
556,1,1092,3,1,4,1,3,0,1957.0,3,5,4,60,299,6,1,1092,60,69.0,141000
557,1,897,3,0,2,1,3,47,1994.0,3,4,4,97,570,7,1,1336,67,60.0,108000
558,2,729,3,1,0,2,2,22,1996.0,3,7,2,21,406,6,2,1446,20,57.0,175000
559,2,1557,2,1,0,2,2,20,2003.0,2,7,5,14,420,7,2,1557,13,70.04995836802665,234000
560,1,1392,3,1,4,1,2,0,1957.0,3,5,0,60,528,5,2,1392,21,70.04995836802665,121500
561,1,1389,3,1,2,1,2,38,1975.0,3,5,0,43,418,6,2,1389,42,77.0,170000
562,1,996,3,1,0,1,3,0,1978.5061638868744,3,5,1,77,0,6,0,996,48,63.0,108000
563,0,1163,3,1,0,2,2,36,1955.0,3,6,5,99,396,8,2,1674,67,66.0,185000
564,2,1166,2,1,0,2,2,40,1992.0,2,7,2,25,590,9,2,2295,17,70.04995836802665,268000
565,2,841,1,0,4,1,2,66,1920.0,3,6,5,102,216,6,1,1647,67,66.0,128000
566,2,1134,0,1,0,2,2,39,2005.0,2,9,5,12,656,11,3,2504,10,77.0,325000
567,2,1535,2,0,0,2,2,0,2004.0,2,7,2,13,532,7,2,1535,13,70.0,214000
568,1,1496,2,1,0,1,2,40,1983.0,2,8,2,34,612,5,2,2132,8,79.0,316600
569,1,943,3,2,4,1,2,0,1979.0,3,5,2,38,600,4,2,943,38,70.04995836802665,135960
570,1,1728,3,0,4,2,3,0,1987.0,3,5,3,52,576,10,2,1728,52,74.0,142600
571,1,864,2,0,0,1,3,0,1959.0,3,6,1,58,288,4,1,864,58,60.0,120000
572,2,846,2,0,2,2,0,114,2009.0,3,7,5,8,650,6,2,1692,8,83.0,224500
573,2,774,3,1,0,2,2,0,2000.0,3,7,5,17,400,8,2,1430,17,76.0,170000
574,1,576,3,0,4,1,3,0,1971.0,3,5,0,46,288,5,1,1109,12,70.0,139000
575,1,832,3,0,4,1,3,0,1947.0,3,5,4,70,336,6,1,1216,67,80.0,118500
576,0,877,3,1,2,2,3,50,1928.0,3,7,5,89,216,6,1,1477,67,52.0,145000
577,1,1320,3,2,0,1,3,68,1966.0,3,5,3,51,564,6,2,1320,51,96.0,164500
578,2,703,2,0,0,2,2,102,2007.0,2,7,5,10,540,5,2,1392,10,34.0,146000
579,0,1050,3,0,0,2,3,0,1954.0,3,5,5,63,352,7,1,1795,63,81.0,131500
580,1,1429,2,2,0,1,3,110,1960.0,3,6,1,57,572,7,2,1429,30,70.04995836802665,181900
581,2,2042,0,1,0,2,0,90,2009.0,0,8,5,9,1390,8,3,2042,8,98.0,253293
582,1,816,3,0,4,1,2,32,1978.5061638868744,3,6,2,27,0,5,0,816,27,81.0,118500
583,0,1521,2,1,2,3,3,502,1988.0,0,10,5,124,880,9,2,2775,17,75.0,325000
584,0,989,2,0,0,1,3,0,1935.0,3,4,5,82,240,6,1,1573,22,51.0,133000
585,2,2028,2,2,0,2,0,66,2005.0,2,8,2,12,880,7,3,2028,11,88.0,369900
586,0,838,1,0,0,1,3,0,1961.0,3,6,4,99,275,5,1,838,17,55.0,130000
587,1,860,3,0,4,1,3,0,1996.0,3,5,0,35,528,4,2,860,35,74.0,137000
588,1,1473,0,2,0,1,3,48,1968.0,3,5,2,49,452,5,1,1473,14,65.0,143000
589,0,779,3,0,4,1,3,0,1988.0,3,5,5,87,308,4,1,935,57,50.0,79500
590,2,770,2,0,0,2,2,45,2004.0,2,7,2,13,520,6,2,1582,13,64.0,185900
591,2,1728,0,1,0,2,0,274,2008.0,0,10,2,9,842,10,3,2296,9,97.0,451950
592,2,816,3,0,0,1,3,0,1985.0,3,5,2,35,816,4,2,816,14,60.0,138000
593,2,848,2,0,0,1,2,0,2003.0,2,6,2,14,420,4,2,848,14,70.04995836802665,140000
594,1,924,3,0,4,1,2,0,1981.0,3,5,5,42,280,5,1,924,42,88.0,110000
595,2,1826,2,1,0,2,2,75,2005.0,2,8,2,12,758,7,3,1826,11,69.0,319000
596,1,684,3,0,0,1,3,158,1930.0,3,6,5,107,216,7,1,1368,24,60.0,114504
597,2,1402,2,1,0,0,0,16,2006.0,2,7,5,11,648,7,3,1402,10,53.0,194201
598,1,1647,2,1,0,2,2,0,1977.0,3,5,0,40,621,7,2,1647,40,80.0,217500
599,1,716,3,1,4,2,2,0,1980.0,3,6,3,37,452,6,2,1556,37,24.0,151000
600,2,1058,0,1,0,2,2,60,2003.0,2,8,2,12,736,8,2,1904,12,74.0,275000
601,2,780,2,1,4,1,3,162,1979.0,3,6,5,80,544,6,1,1375,67,50.0,141000
602,2,927,2,1,0,2,2,150,1992.0,2,8,2,25,506,8,2,1915,25,80.0,220000
603,2,600,2,0,0,2,2,172,2004.0,2,7,5,13,480,4,2,1200,12,30.0,151000
604,2,1494,2,1,0,2,2,36,2002.0,2,7,2,15,530,6,2,1494,15,88.0,221000
605,1,1186,3,3,4,2,3,42,1965.0,3,7,1,52,486,7,2,1986,27,85.0,205000
606,2,1040,2,0,2,1,2,0,2000.0,3,5,2,21,576,6,2,1040,21,82.0,152000
607,1,1112,0,0,0,3,3,0,1948.0,3,5,2,69,230,8,1,2008,15,78.0,225000
608,2,1940,3,2,4,2,2,0,1934.0,3,8,1,83,380,10,2,3194,19,78.0,359100
609,1,1029,3,0,2,1,3,0,1961.0,3,4,4,56,261,5,1,1029,56,61.0,118500
610,2,1476,0,2,0,2,0,142,2000.0,2,9,2,17,736,8,3,2153,17,70.04995836802665,313000
611,1,1032,3,1,4,2,2,0,1978.0,3,6,0,39,564,6,2,1032,39,70.04995836802665,148000
612,2,1299,0,1,0,2,2,122,2001.0,2,8,2,16,531,7,2,1872,16,70.04995836802665,261500
613,2,1120,3,0,0,1,2,30,1978.5061638868744,3,5,0,10,0,6,0,1120,10,70.0,147000
614,1,630,3,0,0,1,2,24,1978.5061638868744,3,4,3,45,0,3,0,630,45,21.0,75500
615,2,1054,2,0,0,1,3,0,1963.0,3,6,2,54,480,6,2,1054,54,80.0,137500
616,2,807,2,1,0,2,2,75,2002.0,2,6,2,15,393,7,2,1509,14,70.04995836802665,183200
617,1,832,2,0,2,1,3,0,1962.0,3,6,5,63,528,4,2,832,63,59.0,105500
618,2,1828,2,1,0,2,0,108,2007.0,0,9,2,10,774,9,3,1828,10,90.0,314813
619,2,1482,2,2,0,2,2,0,2003.0,2,8,2,14,749,10,3,2262,14,85.0,305000
620,0,864,3,0,4,1,3,0,1978.5061638868744,3,3,1,103,0,5,0,864,67,45.0,67000
621,1,1548,3,1,4,2,3,243,1974.0,3,6,0,43,624,9,2,2614,20,90.0,240000
622,1,980,3,0,4,1,3,0,1986.0,3,5,1,40,484,6,2,980,40,71.0,135000
623,2,756,2,1,0,2,2,32,2000.0,2,6,2,17,440,4,2,1512,17,70.04995836802665,168500
624,1,1012,3,1,2,1,3,0,1972.0,3,6,4,45,484,8,2,1790,45,80.0,165150
625,1,1116,3,0,4,1,3,0,1962.0,3,6,5,55,440,5,2,1116,55,87.0,160000
626,1,1422,3,1,4,1,3,0,1960.0,3,5,5,57,286,6,1,1422,39,70.04995836802665,139900
627,1,1520,3,2,0,1,3,0,1955.0,3,6,1,62,364,7,1,1520,45,80.0,153000
628,2,1040,1,2,4,1,2,0,1969.0,3,5,4,48,504,9,2,2080,48,70.0,135000
629,1,1350,3,0,4,1,3,0,1964.0,3,6,2,53,520,6,2,1350,53,82.0,168500
630,0,1089,0,0,4,1,1,0,1937.0,3,5,5,137,240,8,1,1750,26,50.0,124000
631,2,1554,2,1,0,2,2,73,2006.0,2,8,2,11,627,6,2,1554,11,34.0,209500
632,1,1411,3,1,4,2,3,0,1977.0,3,7,0,40,544,6,2,1411,40,85.0,82500
633,1,1056,3,0,4,1,3,0,1954.0,3,5,1,63,260,6,1,1056,12,80.0,139400
634,1,1056,3,0,2,0,3,56,1980.0,3,6,2,37,576,4,2,1056,37,64.0,144000
635,1,1440,1,0,0,2,3,110,1978.5061638868744,1,6,3,103,0,14,0,3395,22,60.0,200000
636,0,800,1,1,1,1,3,0,1978.5061638868744,1,2,5,81,0,4,0,800,67,51.0,60000
637,1,811,2,0,4,2,3,0,1954.0,3,5,5,63,256,7,1,1387,63,50.0,93000
638,1,796,3,0,2,1,1,0,1978.5061638868744,3,5,5,107,0,4,0,796,67,67.0,85000
639,2,1567,0,1,0,2,2,0,2006.0,2,8,2,11,648,7,3,1567,11,53.0,264561
640,2,1518,0,1,0,1,0,140,2003.0,0,8,2,14,588,6,2,1518,13,62.0,274000
641,2,1057,2,1,0,2,2,235,2001.0,2,7,2,16,650,7,2,1929,16,70.04995836802665,226000
642,1,2000,0,3,2,2,2,111,1972.0,2,8,2,45,538,9,2,2704,22,75.0,345000
643,1,780,3,0,0,2,3,0,1969.0,3,5,4,48,462,7,2,1620,48,80.0,152000
644,2,1766,0,1,0,2,0,130,2009.0,0,9,2,8,478,7,3,1766,8,85.0,370878
645,1,981,3,0,4,1,3,312,1979.0,3,6,0,46,576,5,2,981,46,70.04995836802665,143250
646,1,1048,3,0,2,1,3,27,1950.0,3,5,5,67,420,7,2,1048,67,60.0,98300
647,1,1094,3,2,0,1,3,0,1953.0,3,6,4,64,495,5,2,1094,64,85.0,155000
648,1,1051,3,1,4,1,3,124,1966.0,3,6,5,51,442,7,2,1839,51,70.0,155000
649,1,630,3,0,2,1,2,0,1978.5061638868744,3,4,1,47,0,3,0,630,47,21.0,84500
650,2,822,2,0,0,2,2,0,2007.0,2,7,5,10,562,7,2,1665,10,65.0,205950
651,1,755,3,1,4,1,3,0,1940.0,3,4,5,77,296,7,1,1510,67,60.0,108000
652,2,909,2,1,0,2,2,120,1996.0,2,7,5,21,512,7,2,1716,21,70.0,191000
653,1,756,3,0,0,1,3,0,1906.0,3,6,5,111,216,7,1,1469,22,60.0,135000
654,2,2113,2,1,0,2,2,46,1995.0,2,8,2,22,839,7,3,2113,22,91.0,350000
655,1,525,3,0,4,1,3,0,1971.0,3,6,5,46,264,6,1,1092,46,21.0,88000
656,1,1053,2,0,0,1,3,0,1959.0,2,5,0,58,312,5,1,1053,11,72.0,145500
657,0,851,3,1,4,1,2,0,1931.0,3,7,5,86,270,6,1,1502,17,60.0,149000
658,1,912,3,1,4,1,3,0,1948.0,3,6,5,69,330,6,1,1458,67,78.0,97500
659,2,1486,3,0,0,1,3,0,1968.0,3,5,1,53,480,7,2,1486,18,75.0,167000
660,1,1142,3,1,4,2,2,113,1976.0,3,7,5,41,550,7,2,1935,41,70.04995836802665,197900
661,2,1686,2,1,0,2,2,76,1994.0,2,8,2,23,711,8,3,2448,12,52.0,402000
662,1,1392,3,2,2,1,1,0,1968.0,3,6,5,49,576,5,2,1392,49,120.0,110000
663,1,1181,3,0,4,2,2,0,1974.0,3,4,1,45,588,6,2,1181,45,90.0,137500
664,2,2097,0,1,0,1,0,267,2005.0,2,8,2,12,1134,8,3,2097,11,49.0,423000
665,2,1454,2,1,0,2,2,124,2000.0,2,8,5,17,504,7,2,1936,17,106.0,230500
666,1,1465,3,1,4,2,2,265,1965.0,3,6,3,52,596,7,2,2380,38,70.04995836802665,129000
667,2,1679,2,1,0,2,2,42,1994.0,3,6,2,23,575,7,2,1679,19,65.0,193500
668,1,1437,3,1,2,1,3,0,1999.0,3,5,4,61,576,6,2,1437,30,70.04995836802665,168000
669,0,1180,1,1,0,1,1,0,1922.0,3,4,5,95,252,5,1,1180,67,80.0,137500
670,2,738,2,0,0,2,2,35,2005.0,2,6,2,12,540,7,2,1476,12,64.0,173500
671,0,697,3,0,4,2,3,0,1930.0,3,6,1,92,300,6,1,1369,67,54.0,103600
672,1,1208,3,1,4,1,2,42,1977.0,2,6,0,40,546,6,2,1208,40,70.04995836802665,165000
673,2,1839,2,2,0,2,3,87,1957.0,3,6,2,60,416,7,2,1839,13,110.0,257500
674,1,1136,3,1,4,1,3,0,1965.0,3,6,4,52,384,5,1,1136,52,80.0,140000
675,1,855,3,1,4,2,3,0,1978.0,3,6,0,39,440,7,2,1441,39,24.0,148500
676,0,1095,3,0,1,2,3,0,1920.0,3,4,5,117,779,8,3,1774,67,60.0,87000
677,0,792,2,0,0,1,3,0,1924.0,2,5,5,93,240,5,1,792,11,52.0,109500
678,2,2046,2,1,0,2,0,82,2008.0,2,8,5,9,834,7,3,2046,9,80.0,372500
679,1,988,3,0,4,1,3,0,1963.0,3,5,4,56,572,5,2,988,56,70.04995836802665,128500
680,1,923,3,1,4,2,2,0,1980.0,3,6,1,37,264,5,1,923,37,50.0,143000
681,0,848,3,0,0,1,3,0,1968.0,3,5,4,85,281,6,1,1520,17,55.0,159434
682,2,1291,2,1,0,1,2,0,1996.0,3,6,2,21,431,6,2,1291,20,70.04995836802665,173000
683,2,1668,2,1,0,2,2,45,2002.0,2,9,2,15,702,7,3,1668,15,90.0,285000
684,2,1195,3,0,2,2,2,81,1998.0,2,7,5,19,486,7,2,1839,19,58.0,221000
685,1,1190,2,1,2,2,2,0,1984.0,2,7,2,33,577,6,2,2090,33,70.04995836802665,207500
686,2,874,2,0,0,3,2,105,2007.0,2,7,5,10,578,7,2,1761,10,84.0,227875
687,2,551,2,0,0,2,2,60,2004.0,2,7,2,13,480,4,2,1102,13,70.04995836802665,148800
688,2,1419,2,1,0,2,2,0,2007.0,2,8,2,10,567,7,2,1419,10,60.0,392000
689,2,1362,2,1,0,2,2,28,2005.0,2,6,0,12,460,6,2,1362,11,61.0,194700
690,2,848,2,1,0,1,2,0,2004.0,2,6,2,13,420,3,2,848,13,70.04995836802665,141000
691,2,2444,0,2,0,3,0,50,1994.0,0,10,2,23,832,10,3,4316,22,104.0,755000
692,2,1238,2,2,0,2,2,27,1989.0,2,7,2,28,628,9,2,2519,27,42.0,335000
693,0,1073,3,0,0,1,3,0,1968.0,3,5,5,96,326,4,1,1073,49,60.0,108480
694,0,1067,3,0,4,1,3,0,1995.0,3,5,5,81,576,5,2,1539,67,51.0,141500
695,1,1137,2,1,2,2,2,0,1987.0,3,6,2,30,551,5,2,1137,30,54.0,176000
696,1,616,3,0,2,1,3,0,1921.0,3,5,3,96,205,4,1,616,67,50.0,89000
697,2,1148,3,0,1,1,0,0,1952.0,3,5,3,65,308,6,1,1148,65,57.0,123500
698,1,894,3,1,0,1,3,144,1973.0,3,5,2,52,336,5,1,894,8,65.0,138500
699,2,1391,2,0,0,2,2,158,2004.0,2,7,2,13,530,5,2,1391,13,59.0,196000
700,2,1800,2,1,0,2,0,78,2002.0,2,8,2,15,765,7,3,1800,15,85.0,312500
701,1,1164,3,0,4,1,3,0,1969.0,3,7,5,48,528,6,2,1164,48,80.0,140000
702,2,1264,0,1,0,2,0,100,2006.0,0,8,5,11,666,10,3,2576,11,82.0,361919
703,0,1032,2,1,2,2,2,0,1999.0,3,5,5,117,672,8,2,1812,21,76.0,140000
704,2,1484,2,0,0,2,2,35,2004.0,2,7,2,13,606,7,2,1484,12,70.0,213000
705,3,372,1,0,1,2,3,0,1978.5061638868744,1,4,5,87,0,7,0,1092,67,70.0,55000
706,1,1824,2,2,4,2,2,48,1971.0,3,7,2,46,739,5,2,1824,15,70.04995836802665,302000
707,2,1324,2,1,0,2,2,38,2006.0,2,8,2,11,550,6,2,1324,11,48.0,254000
708,2,728,2,1,0,2,2,24,2007.0,2,7,5,10,400,8,2,1456,10,65.0,179540
709,2,904,3,0,4,1,3,0,1966.0,3,5,5,51,408,6,1,904,51,70.04995836802665,109900
710,1,729,3,0,2,1,3,0,1978.5061638868744,2,3,5,82,0,5,0,729,14,56.0,52000
711,4,859,3,0,2,1,3,0,1964.0,3,4,5,117,384,7,1,1178,67,66.0,102776
712,2,1228,2,1,2,2,2,120,1988.0,2,8,2,29,472,5,2,1228,28,40.0,189000
713,1,960,3,0,4,1,3,288,1970.0,3,4,0,47,576,6,2,960,47,60.0,129000
714,1,725,2,0,0,2,3,44,1976.0,2,6,2,41,475,6,2,1479,12,70.04995836802665,130500
715,1,1350,3,1,4,2,2,0,1974.0,3,6,5,43,478,7,2,1350,43,78.0,165000
716,0,1576,3,0,0,1,3,48,1996.0,3,7,5,127,704,8,2,2554,19,60.0,159500
717,1,1178,2,1,2,1,2,0,1973.0,3,5,1,44,439,5,2,1178,17,80.0,157000
718,2,1325,2,1,0,2,2,154,1993.0,2,7,2,24,983,9,3,2418,23,96.0,341000
719,1,971,3,1,4,1,2,0,1969.0,3,5,0,48,300,5,1,971,48,69.0,128500
720,2,1742,2,1,4,2,2,28,1985.0,2,8,2,32,564,5,2,1742,32,70.04995836802665,275000
721,2,848,2,0,0,1,2,0,2004.0,2,6,2,13,420,3,2,848,13,70.04995836802665,143000
722,1,864,3,0,0,1,3,0,1994.0,3,4,0,47,463,5,2,864,47,70.0,124500
723,2,997,3,0,0,2,3,0,1958.0,3,4,5,63,548,7,1,1470,45,60.0,135000
724,2,1698,0,1,0,2,0,64,2007.0,0,9,2,10,768,8,3,1698,9,86.0,320000
725,1,864,2,0,4,1,3,0,1989.0,3,4,0,47,660,5,2,864,47,60.0,120500
726,1,1680,2,1,0,2,2,44,1988.0,2,6,2,29,540,5,2,1680,10,70.04995836802665,222000
727,2,1232,2,0,0,2,2,0,2007.0,2,7,2,10,632,6,2,1232,10,64.0,194500
728,1,1776,3,0,4,2,3,25,1968.0,3,5,5,59,888,9,3,1776,59,85.0,110000
729,1,848,3,0,4,1,3,23,1962.0,3,4,1,92,539,5,2,1208,67,52.0,103000
730,2,1616,2,1,0,2,2,152,1995.0,2,8,2,22,608,5,2,1616,21,39.0,236500
731,2,1146,2,1,0,2,0,22,2003.0,2,7,2,14,438,6,2,1146,14,73.0,187500
732,2,1153,2,1,0,2,2,84,1998.0,2,7,0,19,541,8,2,2031,18,75.0,222500
733,1,1144,3,1,0,1,3,0,1961.0,3,5,1,56,264,6,1,1144,34,80.0,131400
734,2,948,3,0,4,1,3,0,1968.0,3,5,5,49,300,6,1,948,49,70.04995836802665,108000
735,0,880,3,2,1,1,2,341,1914.0,3,7,4,103,320,6,2,1768,47,60.0,163000
736,1,1040,3,0,2,2,3,0,1949.0,3,3,5,67,400,6,2,1040,67,60.0,93500
737,2,901,2,1,0,2,2,116,2005.0,2,8,5,12,800,8,3,1801,12,72.0,239900
738,1,1200,3,0,4,3,2,0,1978.5061638868744,3,5,2,30,0,5,0,1200,29,60.0,179000
739,2,864,2,0,0,2,2,56,2004.0,2,7,5,13,572,7,2,1728,13,65.0,190000
740,0,768,3,0,0,2,1,0,1910.0,3,5,5,107,360,7,2,1432,15,60.0,132000
741,1,912,2,0,2,1,3,0,1962.0,3,6,2,56,288,5,1,912,21,65.0,142000
742,2,1349,3,0,0,2,2,55,2000.0,3,7,5,17,539,6,2,1349,16,65.0,179000
743,1,1464,3,1,0,2,2,0,1997.0,3,5,0,54,480,6,2,1464,18,70.0,175000
744,2,1337,2,1,2,2,2,0,1993.0,2,8,2,24,462,5,2,1337,24,41.0,180000
745,1,1175,2,2,0,3,3,204,1994.0,0,8,2,41,831,11,2,2715,21,70.04995836802665,299800
746,2,980,2,1,0,2,2,54,2000.0,2,7,2,17,554,8,2,2256,17,70.04995836802665,236000
747,4,1320,2,1,4,1,3,0,1950.0,2,7,5,137,864,8,4,2640,14,65.0,265979
748,2,1720,2,1,0,2,2,56,1996.0,2,7,2,21,527,7,2,1720,21,59.0,260400
749,3,1088,3,0,4,2,3,0,1945.0,3,4,5,72,240,9,1,1529,67,50.0,98000
750,0,792,3,0,2,1,3,160,1978.5061638868744,3,4,5,107,0,7,0,1140,13,55.0,96500
751,2,660,2,0,0,2,2,48,2003.0,2,7,5,14,400,6,2,1320,14,70.04995836802665,162000
752,2,1494,2,0,0,2,2,27,1997.0,3,6,2,20,576,6,2,1494,20,79.0,217000
753,2,1038,0,1,2,2,2,52,2005.0,2,8,5,12,878,8,3,2098,12,80.0,275500
754,1,1026,2,0,2,1,3,48,1969.0,3,6,2,48,440,5,2,1026,12,61.0,156000
755,2,742,3,0,2,2,2,24,1999.0,3,6,2,18,440,6,2,1471,18,34.0,172500
756,2,866,2,0,0,2,2,105,2007.0,2,8,2,10,578,7,2,1768,10,68.0,212000
757,1,672,3,1,4,2,3,0,1978.0,3,6,4,39,440,6,2,1386,39,70.04995836802665,158900
758,2,757,3,0,2,2,2,0,1999.0,3,7,0,18,440,6,2,1501,18,24.0,179400
759,2,1328,2,1,0,2,2,98,1995.0,2,8,3,22,752,9,3,2531,22,65.0,290000
760,1,864,3,0,0,1,3,0,2008.0,3,6,4,58,300,5,1,864,58,70.0,127500
761,2,1301,1,0,4,1,3,0,1965.0,3,5,3,93,440,5,2,1301,67,60.0,100000
762,2,764,2,0,0,2,2,45,2009.0,3,7,2,8,614,7,2,1547,8,72.0,215200
763,2,1268,2,1,0,2,2,128,1999.0,2,8,2,18,856,8,3,2365,18,82.0,337000
764,2,1494,0,1,0,1,2,30,1995.0,2,8,3,22,481,6,2,1494,21,30.0,270000
765,2,1506,0,1,0,2,2,174,2008.0,2,9,5,9,592,6,2,1506,9,75.0,264132
766,1,980,3,1,4,2,2,66,1988.0,3,7,2,29,496,7,2,1714,29,80.0,196500
767,1,983,3,0,0,2,2,0,1989.0,3,6,0,77,423,7,1,1750,32,75.0,160000
768,2,1836,2,1,0,2,2,33,2004.0,2,7,2,13,484,8,2,1836,12,70.0,216837
769,2,1690,0,1,0,3,2,36,2003.0,0,8,0,14,841,12,3,3279,14,47.0,538000
770,1,858,3,0,4,1,2,0,1983.0,3,5,2,35,576,5,2,858,35,70.04995836802665,134900
771,1,1220,3,0,4,1,1,0,1951.0,3,4,3,66,396,6,2,1220,66,67.0,102000
772,1,1117,3,1,4,1,3,0,1976.0,3,6,0,41,672,6,2,1117,41,94.0,107000
773,1,912,3,0,0,1,3,0,1958.0,3,5,4,59,275,5,1,912,59,70.0,114500
774,2,1973,2,1,2,2,2,45,2006.0,2,8,5,11,895,9,3,1973,11,110.0,395000
775,2,1204,3,0,0,2,0,247,1998.0,3,6,2,19,412,5,2,1204,19,32.0,162000
776,2,1614,2,0,0,2,2,59,2005.0,2,7,2,12,865,7,3,1614,11,86.0,221500
777,1,894,3,1,4,1,3,0,1974.0,3,5,0,43,440,5,2,894,43,100.0,142500
778,3,2020,3,2,4,2,3,0,1977.0,3,5,5,40,630,10,2,2020,40,60.0,144000
779,1,1004,3,0,4,1,2,0,1977.0,3,6,2,40,504,4,2,1004,40,78.0,135000
780,2,1253,3,1,2,2,2,21,1995.0,3,7,5,22,402,6,2,1253,21,63.0,176000
781,2,810,2,0,0,2,2,124,1992.0,2,6,0,25,484,7,2,1603,25,65.0,175900
782,2,1430,2,0,0,2,2,33,2001.0,2,7,5,16,605,6,2,1430,15,67.0,187100
783,2,1110,2,1,0,1,2,30,1978.0,3,5,2,39,602,4,2,1110,39,70.04995836802665,165500
784,1,742,3,1,0,2,3,291,1978.5061638868744,3,6,5,103,0,9,0,1484,16,35.0,128000
785,1,1342,3,1,4,2,3,0,1967.0,3,6,4,50,457,7,2,1342,50,70.04995836802665,161500
786,2,966,3,0,4,2,1,0,1961.0,3,5,3,102,416,7,1,1652,67,60.0,139000
787,2,956,2,0,0,2,2,45,2004.0,2,7,2,13,618,8,2,2084,13,76.0,233000
788,1,901,3,0,0,1,3,0,1954.0,3,4,5,63,281,4,1,901,17,50.0,107900
789,1,976,2,0,2,2,3,168,1966.0,3,6,3,51,444,9,2,2087,10,70.04995836802665,187500
790,2,1145,2,1,0,2,2,16,2005.0,2,7,2,12,397,5,2,1145,11,43.0,160200
791,2,1062,3,2,4,1,2,0,1976.0,3,6,0,41,539,5,2,1062,41,70.04995836802665,146800
792,2,1127,3,1,0,2,2,130,1997.0,2,7,2,21,455,8,2,2013,20,92.0,269790
793,2,1496,2,0,0,2,2,130,2007.0,2,8,5,10,474,7,2,1496,10,76.0,225000
794,2,1086,2,1,0,2,2,46,1994.0,2,7,5,23,409,7,2,1895,21,70.04995836802665,194500
795,1,888,3,1,4,2,2,50,1980.0,3,6,5,37,476,7,2,1564,36,70.0,171000
796,1,1285,3,1,0,1,3,0,1977.0,3,6,5,40,528,7,2,1285,40,71.0,143500
797,1,773,3,0,2,1,3,0,1953.0,3,5,1,64,240,4,1,773,64,57.0,110000
798,2,1966,0,2,0,3,0,78,2009.0,0,9,5,9,820,11,3,3140,8,104.0,485000
799,0,981,2,2,0,1,2,0,1939.0,3,5,0,80,240,7,1,1768,67,60.0,175000
800,2,616,2,0,2,2,2,114,1997.0,3,6,2,20,603,8,2,1688,20,79.0,200000
801,1,1196,3,0,0,1,3,0,1957.0,3,4,3,101,440,5,2,1196,27,40.0,109900
802,2,728,2,1,0,2,2,18,2005.0,2,7,2,12,410,7,2,1456,12,63.0,189000
803,2,1734,0,1,0,3,0,170,2009.0,0,9,5,9,1020,12,3,2822,8,107.0,582933
804,1,1128,3,0,4,1,3,0,1954.0,3,5,3,63,286,5,1,1128,63,75.0,118000
805,2,1428,0,0,0,2,2,60,2008.0,2,7,5,9,554,6,2,1428,9,91.0,227680
806,2,980,3,0,2,2,3,0,1967.0,3,5,0,50,384,6,1,980,50,75.0,135500
807,1,1072,2,1,0,1,3,312,1923.0,3,5,2,94,528,6,2,1576,13,144.0,223500
808,1,1086,3,1,4,1,3,0,1966.0,3,5,0,51,484,6,2,1086,51,85.0,159950
809,2,1075,3,0,4,2,3,156,1910.0,3,5,5,119,360,11,2,2138,52,90.0,106000
810,1,1309,2,1,1,1,3,0,1974.0,3,6,0,43,484,5,2,1309,18,78.0,181000
811,2,848,2,1,0,1,2,0,2004.0,2,6,2,13,420,4,2,848,13,70.04995836802665,144500
812,1,1044,1,0,4,1,3,0,1952.0,1,5,5,65,504,4,2,1044,65,66.0,55993
813,1,1442,3,0,2,1,3,0,1958.0,3,6,4,59,301,7,1,1442,59,75.0,157900
814,0,686,1,0,2,1,3,0,1955.0,3,5,5,99,280,7,1,1250,67,45.0,116000
815,2,1661,2,0,0,2,2,34,1998.0,3,7,5,19,598,6,2,1661,19,48.0,224900
816,1,1008,3,1,2,1,3,0,1954.0,3,5,1,63,275,4,1,1008,63,70.04995836802665,137000
817,2,1689,2,2,0,2,2,59,2002.0,2,8,2,15,857,7,3,1689,15,70.04995836802665,271000
818,1,1052,3,0,2,1,3,0,1971.0,3,6,2,46,440,6,2,1052,46,80.0,155000
819,2,1358,2,1,0,2,2,35,2010.0,2,7,2,8,484,6,2,1358,7,44.0,224000
820,2,798,2,0,0,2,2,45,2003.0,2,7,5,14,595,6,2,1640,14,72.0,183000
